rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,doi:10.21203/rs.3.rs-9082476/v1,Systematic evaluation of single-cell foundation model interpretability reveals attention captures co-expression rather than unique regulatory signal,,,https://doi.org/10.21203/rs.3.rs-9082476/v1,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.21203/rs.3.rs-9525948/v1,"Domain-Generalizable Emotion Recognition across Social Media, Sitcom Dialogues, and Online Video Transcripts via Large Language Model-Guided Invariant Emotion Explanations",,,https://doi.org/10.21203/rs.3.rs-9525948/v1,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.1109/access.2021.3095915,Adaptive Client Selection in Resource Constrained Federated Learning Systems: A Deep Reinforcement Learning Approach,2021,IEEE Access,https://doi.org/10.1109/access.2021.3095915,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
4,doi:10.18653/v1/2024.emnlp-main.878,Images Speak Louder than Words: Understanding and Mitigating Bias in Vision-Language Model from a Causal Mediation Perspective,2024,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,https://doi.org/10.18653/v1/2024.emnlp-main.878,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
5,arxiv:2506.01844v1,SmolVLA: A Vision-Language-Action Model for Affordable and Efficient Robotics,2025,arXiv,http://arxiv.org/abs/2506.01844v1,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
6,arxiv:2603.12193v1,SaPaVe: Towards Active Perception and Manipulation in Vision-Language-Action Models for Robotics,2026,arXiv,http://arxiv.org/abs/2603.12193v1,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
7,arxiv:2312.11804v3,Gravity-aware Grasp Generation with Implicit Grasp Mode Selection for Underactuated Hands,2023,arXiv,http://arxiv.org/abs/2312.11804v3,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.1093/bib/bbaf113,Cancer gene identification through integrating causal prompting large language model with omics data–driven causal inference,2025,Briefings in Bioinformatics,https://doi.org/10.1093/bib/bbaf113,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
9,arxiv:2601.10905v1,Action Shapley: A Training Data Selection Metric for World Model in Reinforcement Learning,2026,arXiv,http://arxiv.org/abs/2601.10905v1,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.2139/ssrn.6183765,Enhancing Active Learning Performance with Initial Data Selection Based on Foundation Models,,,https://doi.org/10.2139/ssrn.6183765,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
11,arxiv:2203.01848v1,Local Constraint-Based Causal Discovery under Selection Bias,2022,arXiv,http://arxiv.org/abs/2203.01848v1,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.1109/aetcse69203.2026.11504354,"Generalization in Vision-Language-Action Models: A Systematic Analysis of Architecture, Reasoning, Data Alignment, and Training Strategies",2026,"2026 9th International Conference on Advanced Electronic Technology, Computers and Software Engineering (AETCSE)",https://doi.org/10.1109/aetcse69203.2026.11504354,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1145/3581791.3596852,ElasticTrainer: Speeding Up On-Device Training with Runtime Elastic Tensor Selection,2023,,https://doi.org/10.1145/3581791.3596852,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
14,arxiv:2409.12514v5,"TinyVLA: Towards Fast, Data-Efficient Vision-Language-Action Models for Robotic Manipulation",2024,arXiv,http://arxiv.org/abs/2409.12514v5,Addresses robot data selection or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Causal robot data selection keeps action-critical alternatives explicit until a physical observation collapses them.
